,Borrower Company,Claim ATE Reference,Solicitor Reference,Status
,FDM Solicitors,FDM001\P24090087,NBC204679.001,Complete
,FDM Solicitors,FDM001\P24090088,NBC204682.001,Active
,FDM Solicitors,FDM001\P24090077,NBC204685.001,Complete
,FDM Solicitors,FDM001\P24090090,NBC204687.001,Complete
,FDM Solicitors,FDM001\P24090091,NBC204693.001,Active
,FDM Solicitors,FDM001\P24090092,NBC204694.001,Active
,FDM Solicitors,FDM001\P24090094,NBC204695.001,Complete
,FDM Solicitors,FDM001\P24090095,NBC204696.001,Active
,FDM Solicitors,FDM001\P24090096,NBC204699.001,Active
,FDM Solicitors,FDM001\P24090097,NBC204702.001,Active
,FDM Solicitors,FDM001\P24090098,NBC204703.001,Active
,FDM Solicitors,FDM001\P24090100,NBC204707.001,Active
,FDM Solicitors,FDM001\P24090101,NBC204716.001,Complete
,FDM Solicitors,FDM001\P24090073,NBC204720.001,Complete
,FDM Solicitors,FDM001\P24090103,NBC204724.001,Active
,FDM Solicitors,FDM001\P24090104,NBC204726.001,Active
,FDM Solicitors,FDM001\P24090105,NBC204728.001,Active
,FDM Solicitors,FDM001\P24090075,NBC204739.001,Complete
,FDM Solicitors,FDM001\P24090074,NBC204742.001,Active
,FDM Solicitors,FDM001\P24090076,NBC204743.001,Complete
,FDM Solicitors,FDM001\P24090107,NBC204746.001,Complete
,FDM Solicitors,FDM001\P24090108,NBC204747.001,Complete
,FDM Solicitors,FDM001\P24090109,NBC204748.001,Complete
,FDM Solicitors,FDM001\P24090110,NBC204754.001,Active
,FDM Solicitors,FDM001\P24090112,NBC204756.001,Active
,FDM Solicitors,FDM001\P24090113,NBC204760.001,Active
,FDM Solicitors,FDM001\P24090114,NBC204763.001,Active
,FDM Solicitors,FDM001\P24090116,NBC204771.001,Complete
,FDM Solicitors,FDM001\P24090117,NBC204776.001,Active
,FDM Solicitors,FDM001\P24090115,NBC204779.001,Active
,FDM Solicitors,FDM001\P24090106,NBC204786.001,Active
,FDM Solicitors,FDM001\P24090102,NBC204793.001,Active
,FDM Solicitors,FDM001\P24090099,NBC204796.001,Active
,FDM Solicitors,FDM001\P24090093,NBC204797.001,Complete
,FDM Solicitors,FDM001\P24090089,NBC204803.001,Active
,FDM Solicitors,FDM001\P24090085,NBC204809.001,Complete
,FDM Solicitors,FDM001\P24090078,NBC204818.001,Complete
,FDM Solicitors,FDM001\P24090158,NBC143539.001,Active
,FDM Solicitors,FDM001\P24090166,NBC201410.001,Active
,FDM Solicitors,FDM001\P24090165,NBC201686.001,Active
,FDM Solicitors,FDM001\P24090154,NBC201871.001,Active
,FDM Solicitors,FDM001\P24040049,NBC201993.001,Active
,FDM Solicitors,FDM001\P24090168,NBC202067.001,Active
,FDM Solicitors,FDM001\P24090151,NBC202084.001,Active
,FDM Solicitors,FDM001\P24090164,NBC202678.001,Complete
,FDM Solicitors,FDM001\P24090152,NBC203491.001,Active
,FDM Solicitors,FDM001\P24090162,NBC203596.001,Complete
,FDM Solicitors,FDM001\P24090155,NBC203684.001,Active
,FDM Solicitors,FDM001\P24090163,NBC203743.001,Active
,FDM Solicitors,FDM001\P24090156,NBC204354.001,Active
,FDM Solicitors,FDM001\P24090128,NBC204587.001,Active
,FDM Solicitors,FDM001\P24090136,NBC204652.001,Complete
,FDM Solicitors,FDM001\P24090121,NBC204727.001,Active
,FDM Solicitors,FDM001\P24090122,NBC204758.001,Active
,FDM Solicitors,FDM001\P24090157,NBC204761.001,Active
,FDM Solicitors,FDM001\P24090130,NBC204762.001,Active
,FDM Solicitors,FDM001\P24090169,NBC204765.001,Active
,FDM Solicitors,FDM001\P24090138,NBC204770.001,Active
,FDM Solicitors,FDM001\P24090170,NBC204778.001,Active
,FDM Solicitors,FDM001\P24090111,NBC204782.001,Active
,FDM Solicitors,FDM001\P24090181,NBC204787.001,Active
,FDM Solicitors,FDM001\P24090118,NBC204791.001,Active
,FDM Solicitors,FDM001\P24090172,NBC204798.001,Active
,FDM Solicitors,FDM001\P24090174,NBC204799.001,Active
,FDM Solicitors,FDM001\P24090175,NBC204802.001,Active
,FDM Solicitors,FDM001\P24090176,NBC204805.001,Active
,FDM Solicitors,FDM001\P24090139,NBC204808.001,Complete
,FDM Solicitors,FDM001\P24090141,NBC204820.001,Active
,FDM Solicitors,FDM001\P24090177,NBC204821.001,Active
,FDM Solicitors,FDM001\P24090132,NBC204829.001,Active
,FDM Solicitors,FDM001\P24090119,NBC204832.001,Active
,FDM Solicitors,FDM001\P24090159,NBC204834.001,Complete
,FDM Solicitors,FDM001\P24090160,NBC204835.001,Active
,FDM Solicitors,FDM001\P24090142,NBC204844.001,Complete
,FDM Solicitors,FDM001\P24090178,NBC204846.001,Active
,FDM Solicitors,FDM001\P24090167,NBC204848.001,Active
,FDM Solicitors,FDM001\P24090143,NBC204849.001,Active
,FDM Solicitors,FDM001\P24090179,NBC204857.001,Active
,FDM Solicitors,FDM001\P24090144,NBC204862.001,Active
,FDM Solicitors,FDM001\P24090120,NBC204863.001,Active
,FDM Solicitors,FDM001\P24090182,NBC204867.001,Active
,FDM Solicitors,FDM001\P24090126,NBC204869.001,Complete
,FDM Solicitors,FDM001\P24090161,NBC204871.001,Active
,FDM Solicitors,FDM001\P24090145,NBC204872.001,Complete
,FDM Solicitors,FDM001\P24090146,NBC204875.001,Active
,FDM Solicitors,AMB10775582,NBC203477.001,Active
,FDM Solicitors,AMB10775585,NBC203628.001,Active
,FDM Solicitors,AMB10775587,NBC203960.001,Active
,FDM Solicitors,AMB10775584,NBC204375.001,Complete
,FDM Solicitors,AMB10775613,NBC204688.001,Active
,FDM Solicitors,AMB10775566,NBC204714.001,Active
,FDM Solicitors,AMB10775612,NBC204717.001,Active
,FDM Solicitors,AMB10775567,NBC204842.001,Active
,FDM Solicitors,AMB10775542,NBC204864.001,Active
,FDM Solicitors,AMB10775577,NBC204870.001,Active
,FDM Solicitors,AMB10775511,NBC204874.001,Active
,FDM Solicitors,AMB10775609,NBC204898.001,Active
,FDM Solicitors,AMB10775608,NBC204911.001,Active
,FDM Solicitors,AMB10775569,NBC205006.001,Complete
,FDM Solicitors,AMB10775564,NBC205012.001,Active
,FDM Solicitors,AMB10775513,NBC205031.001,Complete
,FDM Solicitors,AMB10775515,NBC205043.001,Active
,FDM Solicitors,AMB10775517,NBC205046.001,Active
,FDM Solicitors,AMB10775588,NBC205047.001,Active
,FDM Solicitors,AMB10775518,NBC205048.001,Active
,FDM Solicitors,AMB10775520,NBC205073.001,Complete
,FDM Solicitors,AMB10775503,NBC205076.001,Active
,FDM Solicitors,AMB10775523,NBC205085.001,Active
,FDM Solicitors,AMB10775606,NBC205094.001,Complete
,FDM Solicitors,AMB10775605,NBC205103.001,Active
,FDM Solicitors,AMB10775604,NBC205108.001,Active
,FDM Solicitors,AMB10775579,NBC205114.001,Active
,FDM Solicitors,AMB10775502,NBC205124.001,Active
,FDM Solicitors,AMB10775589,NBC205128.001,Active
,FDM Solicitors,AMB10775562,NBC205139.001,Active
,FDM Solicitors,AMB10775570,NBC205144.001,Active
,FDM Solicitors,AMB10775572,NBC205153.001,Active
,FDM Solicitors,AMB10775574,NBC205155.001,Active
,FDM Solicitors,AMB10775590,NBC205170.001,Active
,FDM Solicitors,FDM001\P24090153,NBC204301.001,Active
,FDM Solicitors,FDM001\P24090147,NBC204876.001,Active
,FDM Solicitors,FDM001\P24090190,NBC204881.001,Active
,FDM Solicitors,FDM001\P24090133,NBC204896.001,Active
,FDM Solicitors,FDM001\P24090131,NBC204897.001,Active
,FDM Solicitors,FDM001\P24090135,NBC204908.001,Complete
,FDM Solicitors,FDM001\P24090189,NBC204913.001,Active
,FDM Solicitors,FDM001\P24090192,NBC204919.001,Active
,FDM Solicitors,FDM001\P24090127,NBC204940.001,Active
,FDM Solicitors,FDM001\P24090134,NBC204941.001,Active
,FDM Solicitors,FDM001\P24090125,NBC204942.001,Complete
,FDM Solicitors,FDM001\P24090148,NBC204945.001,Complete
,FDM Solicitors,FDM001\P24090185,NBC204958.001,Complete
,FDM Solicitors,FDM001\P24090124,NBC204959.001,Active
,FDM Solicitors,FDM001\P24090123,NBC204961.001,Active
,FDM Solicitors,FDM001\P24090149,NBC204962.001,Complete
,FDM Solicitors,FDM001\P24090150,NBC204963.001,Active
,FDM Solicitors,FDM001\P24090187,NBC204964.001,Complete
,FDM Solicitors,FDM001\P24090196,NBC204967.001,Active
,FDM Solicitors,FDM001\P24090194,NBC204981.001,Active
,FDM Solicitors,FDM001\P24090171,NBC204985.001,Active
,FDM Solicitors,FDM001\P24090137,NBC204988.001,Complete
,FDM Solicitors,FDM001\P24090140,NBC204990.001,Complete
,FDM Solicitors,FDM001\P24090197,NBC204992.001,Active
,FDM Solicitors,FDM001\P24090180,NBC204995.001,Complete
,FDM Solicitors,FDM001\P24090173,NBC204997.001,Complete
,FDM Solicitors,FDM001\P24090183,NBC204999.001,Active
,FDM Solicitors,FDM001\P24090198,NBC205002.001,Active
,FDM Solicitors,FDM001\P24090184,NBC205003.001,Active
,FDM Solicitors,FDM001\P24090188,NBC205007.001,Active
,FDM Solicitors,FDM001\P24090199,NBC205009.001,Active
,FDM Solicitors,FDM001\P24090200,NBC205025.001,Complete
,FDM Solicitors,FDM001\P24090201,NBC205039.001,Active
,FDM Solicitors,FDM001\P24090193,NBC205045.001,Complete
,FDM Solicitors,FDM001\P24090191,NBC205078.001,Active
,FDM Solicitors,FDM001\P24090195,NBC205107.001,Complete
,FDM Solicitors,AMB10775830,NBC204749.001,Complete
,FDM Solicitors,AMB10775768,NBC204909.001,Complete
,FDM Solicitors,AMB10775779,NBC204914.001,Active
,FDM Solicitors,AMB10775781,NBC204925.001,Complete
,FDM Solicitors,AMB10775914,NBC204953.001,Active
,FDM Solicitors,AMB10775787,NBC205016.001,Active
,FDM Solicitors,AMB10775650,NBC205044.001,Complete
,FDM Solicitors,AMB10775790,NBC205058.001,Active
,FDM Solicitors,AMB10775651,NBC205083.001,Active
,FDM Solicitors,AMB10775906,NBC205105.001,Complete
,FDM Solicitors,AMB10775769,NBC205116.001,Active
,FDM Solicitors,AMB10775803,NBC205126.001,Active
,FDM Solicitors,AMB10775814,NBC205134.001,Active
,FDM Solicitors,AMB10775831,NBC205137.001,Active
,FDM Solicitors,AMB10775917,NBC205141.001,Active
,FDM Solicitors,AMB10775793,NBC205145.001,Active
,FDM Solicitors,AMB10775907,NBC205148.001,Active
,FDM Solicitors,AMB10775797,NBC205158.001,Active
,FDM Solicitors,AMB10775835,NBC205159.001,Active
,FDM Solicitors,AMB10775775,NBC205168.001,Active
,FDM Solicitors,AMB10775777,NBC205172.001,Active
,FDM Solicitors,AMB10775560,NBC205173.001,Active
,FDM Solicitors,AMB10775593,NBC205174.001,Active
,FDM Solicitors,AMB10775799,NBC205177.001,Complete
,FDM Solicitors,AMB10775804,NBC205178.001,Active
,FDM Solicitors,AMB10775807,NBC205181.001,Active
,FDM Solicitors,AMB10775776,NBC205185.001,Active
,FDM Solicitors,AMB10775812,NBC205186.001,Active
,FDM Solicitors,AMB10775698,NBC205187.001,Active
,FDM Solicitors,AMB10775649,NBC205195.001,Active
,FDM Solicitors,AMB10775842,NBC205200.001,Active
,FDM Solicitors,AMB10775841,NBC205211.001,Active
,FDM Solicitors,AMB10775813,NBC205212.001,Active
,FDM Solicitors,AMB10775843,NBC205218.001,Active
,FDM Solicitors,AMB10775837,NBC205222.001,Complete
,FDM Solicitors,AMB10775834,NBC205225.001,Active
,FDM Solicitors,AMB10775826,NBC205232.001,Active
,FDM Solicitors,AMB10775827,NBC205233.001,Active
,FDM Solicitors,AMB10775751,NBC205238.001,Active
,FDM Solicitors,AMB10775828,NBC205243.001,Active
,FDM Solicitors,AMB10775845,NBC205248.001,Complete
,FDM Solicitors,AMB10775759,NBC205250.001,Active
,FDM Solicitors,AMB10775829,NBC205252.001,Active
,FDM Solicitors,AMB10775839,NBC205265.001,Active
,FDM Solicitors,AMB10775840,NBC205267.001,Active
,FDM Solicitors,AMB10775761,NBC205270.001,Complete
,FDM Solicitors,AMB10775908,NBC205271.001,Active
,FDM Solicitors,AMB10775848,NBC205275.001,Active
,FDM Solicitors,AMB10775909,NBC205280.001,Active
,FDM Solicitors,AMB10775910,NBC205282.001,Active
,FDM Solicitors,AMB10775926,NBC205286.001,Complete
,FDM Solicitors,AMB10775849,NBC205291.001,Active
,FDM Solicitors,AMB10775850,NBC205293.001,Active
,FDM Solicitors,AMB10775911,NBC205296.001,Active
,FDM Solicitors,AMB10775912,NBC205301.001,Active
,FDM Solicitors,AMB10775918,NBC205302.001,Active
,FDM Solicitors,AMB10775919,NBC205303.001,Active
,FDM Solicitors,AMB10775921,NBC205304.001,Active
,FDM Solicitors,AMB10775913,NBC205305.001,Active
,FDM Solicitors,AMB10775922,NBC205316.001,Active
,FDM Solicitors,AMB10775920,NBC205318.001,Active
,FDM Solicitors,AMB10776362,NBC204691.001,Complete
,FDM Solicitors,AMB10776066,NBC204873.001,Active
,FDM Solicitors,AMB10776058,NBC205214.001,Complete
,FDM Solicitors,AMB10776132,NBC205235.001,Active
,FDM Solicitors,AMB10775965,NBC205274.001,Active
,FDM Solicitors,AMB10776059,NBC205300.001,Active
,FDM Solicitors,AMB10776162,NBC205306.001,Active
,FDM Solicitors,AMB10776130,NBC205308.001,Active
,FDM Solicitors,AMB10776201,NBC205321.001,Active
,FDM Solicitors,AMB10776071,NBC205323.001,Active
,FDM Solicitors,AMB10776073,NBC205329.001,Active
,FDM Solicitors,AMB10776061,NBC205332.001,Active
,FDM Solicitors,AMB10776138,NBC205344.001,Active
,FDM Solicitors,AMB10776141,NBC205345.001,Active
,FDM Solicitors,AMB10776062,NBC205349.001,Active
,FDM Solicitors,AMB10776157,NBC205350.001,Active
,FDM Solicitors,AMB10776064,NBC205359.001,Active
,FDM Solicitors,AMB10776159,NBC205360.001,Active
,FDM Solicitors,AMB10776065,NBC205364.001,Active
,FDM Solicitors,AMB10776133,NBC205371.001,Active
,FDM Solicitors,AMB10776165,NBC205377.001,Active
,FDM Solicitors,AMB10776134,NBC205383.001,Active
,FDM Solicitors,AMB10776164,NBC205386.001,Active
,FDM Solicitors,AMB10776158,NBC205387.001,Active
,FDM Solicitors,AMB10776367,NBC205407.001,Active
,FDM Solicitors,AMB10776549,NBC204928.001,Active
,FDM Solicitors,AMB10776551,NBC205000.001,Complete
,FDM Solicitors,AMB10776503,NBC205191.001,Active
,FDM Solicitors,AMB10776631,NBC205287.001,Complete
,FDM Solicitors,AMB10776403,NBC205299.001,Active
,FDM Solicitors,AMB10776462,NBC205314.001,Active
,FDM Solicitors,AMB10776497,NBC205348.001,Complete
,FDM Solicitors,AMB10776589,NBC205381.001,Active
,FDM Solicitors,AMB10776520,NBC205384.001,Active
,FDM Solicitors,AMB10776498,NBC205388.001,Active
,FDM Solicitors,AMB10776525,NBC205402.001,Active
,FDM Solicitors,AMB10776521,NBC205405.001,Active
,FDM Solicitors,AMB10776501,NBC205412.001,Active
,FDM Solicitors,AMB10776378,NBC205416.001,Active
,FDM Solicitors,AMB10776554,NBC205417.001,Active
,FDM Solicitors,AMB10776499,NBC205418.001,Active
,FDM Solicitors,AMB10776526,NBC205421.001,Complete
,FDM Solicitors,AMB10776510,NBC205423.001,Active
,FDM Solicitors,AMB10776504,NBC205425.001,Active
,FDM Solicitors,AMB10776550,NBC205427.001,Active
,FDM Solicitors,AMB10776511,NBC205430.001,Active
,FDM Solicitors,AMB10776515,NBC205434.001,Active
,FDM Solicitors,AMB10776516,NBC205435.001,Complete
,FDM Solicitors,AMB10776569,NBC205445.001,Active
,FDM Solicitors,AMB10776590,NBC205447.001,Active
,FDM Solicitors,AMB10776505,NBC205449.001,Active
,FDM Solicitors,AMB10776555,NBC205452.001,Active
,FDM Solicitors,AMB10776591,NBC205460.001,Active
,FDM Solicitors,AMB10776556,NBC205467.001,Active
,FDM Solicitors,AMB10776557,NBC205469.001,Active
,FDM Solicitors,AMB10776558,NBC205470.001,Active
,FDM Solicitors,AMB10776611,NBC205475.001,Active
,FDM Solicitors,AMB10776632,NBC205476.001,Active
,FDM Solicitors,AMB10776622,NBC205483.001,Active
,FDM Solicitors,AMB10776633,NBC205485.001,Active
,FDM Solicitors,AMB10776668,NBC205487.001,Active
,FDM Solicitors,AMB10776592,NBC205488.001,Active
,FDM Solicitors,AMB10776593#,NBC205491.001,Active
,FDM Solicitors,AMB10776614,NBC205493.001,Active
,FDM Solicitors,AMB10776594,NBC205495.001,Active
,FDM Solicitors,AMB10776612,NBC205498.001,Active
,FDM Solicitors,AMB10776645,NBC205506.001,Active
,FDM Solicitors,AMB10776660,NBC205509.001,Active
,FDM Solicitors,AMB10776661,NBC205513.001,Complete
,FDM Solicitors,AMB10776662,NBC205521.001,Active
,FDM Solicitors,AMB10776695,NBC204801.001,Complete
,FDM Solicitors,AMB10776875,NBC205251.001,Active
,FDM Solicitors,AMB10776848,NBC205378.001,Active
,FDM Solicitors,AMB10776788,NBC205424.001,Active
,FDM Solicitors,AMB10776879,NBC205462.001,Complete
,FDM Solicitors,AMB10776824,NBC205466.001,Active
,FDM Solicitors,AMB10776907,NBC205497.001,Active
,FDM Solicitors,AMB10776909,NBC205510.001,Active
,FDM Solicitors,AMB10776882,NBC205512.001,Active
,FDM Solicitors,AMB10776910,NBC205523.001,Active
,FDM Solicitors,AMB10776738,NBC205524.001,Active
,FDM Solicitors,AMB10776864,NBC205526.001,Active
,FDM Solicitors,AMB10776862,NBC205527.001,Active
,FDM Solicitors,AMB10776869,NBC205528.001,Active
,FDM Solicitors,AMB10776868,NBC205531.001,Active
,FDM Solicitors,AMB10776696,NBC205533.001,Active
,FDM Solicitors,AMB10776880,NBC205538.001,Active
,FDM Solicitors,AMB10776858,NBC205541.001,Complete
,FDM Solicitors,AMB10776914,NBC205542.001,Active
,FDM Solicitors,AMB10776878,NBC205543.001,Active
,FDM Solicitors,AMB10776859,NBC205545.001,Active
,FDM Solicitors,AMB10776845,NBC205553.001,Active
,FDM Solicitors,AMB10776861,NBC205554.001,Active
,FDM Solicitors,AMB10776915,NBC205556.001,Active
,FDM Solicitors,AMB10776825,NBC205558.001,Active
,FDM Solicitors,AMB10776876,NBC205560.001,Complete
,FDM Solicitors,AMB10776802,NBC205562.001,Active
,FDM Solicitors,AMB10776865,NBC205564.001,Active
,FDM Solicitors,AMB10776849,NBC205565.001,Active
,FDM Solicitors,AMB10776871,NBC205568.001,Active
,FDM Solicitors,AMB10776857,NBC205582.001,Active
,FDM Solicitors,AMB10776866,NBC205583.001,Active
,FDM Solicitors,AMB10776877,NBC205585.001,Active
,FDM Solicitors,AMB10776812,NBC205588.001,Active
,FDM Solicitors,AMB10776949,NBC205589.001,Active
,FDM Solicitors,AMB10776807,NBC205591.001,Active
,FDM Solicitors,AMB10776874,NBC205592.001,Active
,FDM Solicitors,AMB10776856,NBC205596.001,Complete
,FDM Solicitors,AMB10776870,NBC205597.001,Active
,FDM Solicitors,AMB10776884,NBC205598.001,Active
,FDM Solicitors,AMB10776881,NBC205600.001,Active
,FDM Solicitors,AMB10776921,NBC205601.001,Complete
,FDM Solicitors,AMB10776916,NBC205614.001,Complete
,FDM Solicitors,AMB10776958,NBC205617.001,Active
,FDM Solicitors,AMB10776867,NBC205622.001,Active
,FDM Solicitors,AMB10776950,NBC205623.001,Active
,FDM Solicitors,AMB10776917,NBC205632.001,Active
,FDM Solicitors,AMB10776954,NBC205635.001,Active
,FDM Solicitors,AMB10776922,NBC205639.001,Active
,FDM Solicitors,AMB10776924,NBC205641.001,Active
,FDM Solicitors,AMB10776918,NBC205643.001,Active
,FDM Solicitors,AMB10776959,NBC205649.001,Active
,FDM Solicitors,AMB10776953,NBC205652.001,Active
,FDM Solicitors,AMB10776955,NBC205654.001,Active
,FDM Solicitors,AMB10776956,NBC205657.001,Active
,FDM Solicitors,AMB10776948,NBC205662.001,Active
,FDM Solicitors,AMB10776947,NBC205666.001,Active
,FDM Solicitors,AMB10776946,NBC205676.001,Complete
,FDM Solicitors,AMB10777319,NBC205088.001,Active
,FDM Solicitors,AMB10776688,NBC205489.001,Active
,FDM Solicitors,AMB10777175,NBC205559.001,Active
,FDM Solicitors,AMB10776989,NBC205572.001,Complete
,FDM Solicitors,AMB10777314,NBC205595.001,Complete
,FDM Solicitors,AMB10777203,NBC205602.001,Active
,FDM Solicitors,AMB10777204,NBC205607.001,Complete
,FDM Solicitors,AMB10777206,NBC205608.001,Active
,FDM Solicitors,AMB10776988,NBC205609.001,Active
,FDM Solicitors,AMB10777208,NBC205616.001,Active
,FDM Solicitors,AMB10777002,NBC205624.001,Active
,FDM Solicitors,AMB10777210,NBC205644.001,Active
,FDM Solicitors,AMB10777186,NBC205650.001,Active
,FDM Solicitors,AMB10777212,NBC205653.001,Active
,FDM Solicitors,AMB10777296,NBC205659.001,Complete
,FDM Solicitors,AMB10777215,NBC205661.001,Complete
,FDM Solicitors,AMB10777217,NBC205669.001,Active
,FDM Solicitors,AMB10777218,NBC205672.001,Active
,FDM Solicitors,AMB10777223,NBC205673.001,Active
,FDM Solicitors,AMB10777224,NBC205675.001,Active
,FDM Solicitors,AMB10777225,NBC205679.001,Active
,FDM Solicitors,AMB10777228,NBC205681.001,Active
,FDM Solicitors,AMB10777229,NBC205682.001,Active
,FDM Solicitors,AMB10777299,NBC205685.001,Complete
,FDM Solicitors,AMB10777230,NBC205687.001,Active
,FDM Solicitors,AMB10777231,NBC205689.001,Complete
,FDM Solicitors,AMB10777219,NBC205690.001,Complete
,FDM Solicitors,AMB10777233,NBC205691.001,Complete
,FDM Solicitors,AMB10777189,NBC205692.001,Complete
,FDM Solicitors,AMB10777234,NBC205694.001,Active
,FDM Solicitors,AMB10777221,NBC205698.001,Active
,FDM Solicitors,AMB10777213,NBC205701.001,Active
,FDM Solicitors,AMB10777211,NBC205702.001,Active
,FDM Solicitors,AMB10777232,NBC205704.001,Active
,FDM Solicitors,AMB10777222,NBC205705.001,Active
,FDM Solicitors,AMB10777227,NBC205715.001,Complete
,FDM Solicitors,AMB10777226,NBC205718.001,Active
,FDM Solicitors,AMB10777297,NBC205722.001,Active
,FDM Solicitors,AMB10777266,NBC205726.001,Active
,FDM Solicitors,AMB10777267,NBC205731.001,Active
,FDM Solicitors,AMB10777209,NBC205732.001,Active
,FDM Solicitors,AMB10777250,NBC205736.001,Active
,FDM Solicitors,AMB10777268,NBC205737.001,Active
,FDM Solicitors,AMB10777322,NBC205741.001,Complete
,FDM Solicitors,AMB10777269,NBC205751.001,Active
,FDM Solicitors,AMB10777270,NBC205752.001,Complete
,FDM Solicitors,AMB10777295,NBC205755.001,Active
,FDM Solicitors,AMB10777255,NBC205758.001,Active
,FDM Solicitors,AMB10777272,NBC205762.001,Active
,FDM Solicitors,AMB10777315,NBC205764.001,Active
,FDM Solicitors,AMB10777273,NBC205765.001,Active
,FDM Solicitors,AMB10777323,NBC205770.001,Active
,FDM Solicitors,AMB10777298,NBC205771.001,Complete
,FDM Solicitors,AMB10777318,NBC205774.001,Complete
,FDM Solicitors,AMB10777336,NBC205782.001,Active
,FDM Solicitors,AMB10777325,NBC205784.001,Complete
,FDM Solicitors,AMB10777331,NBC205785.001,Active
,FDM Solicitors,AMB10777333,NBC205786.001,Active
,FDM Solicitors,AMB10777387,NBC204718.001,Active
,FDM Solicitors,AMB10777388,NBC204828.001,Active
,FDM Solicitors,AMB10777590,NBC205619.001,Active
,FDM Solicitors,AMB10777368,NBC205700.001,Complete
,FDM Solicitors,AMB10777444,NBC205742.001,Active
,FDM Solicitors,AMB10777668,NBC205766.001,Complete
,FDM Solicitors,AMB10777591,NBC205772.001,Active
,FDM Solicitors,AMB10777603,NBC205778.001,Complete
,FDM Solicitors,AMB10777547,NBC205787.001,Active
,FDM Solicitors,AMB10777369,NBC205792.001,Active
,FDM Solicitors,AMB10777549,NBC205793.001,Active
,FDM Solicitors,AMB10777480,NBC205797.001,Active
,FDM Solicitors,AMB10777441,NBC205806.001,Active
,FDM Solicitors,AMB10777371,NBC205810.001,Active
,FDM Solicitors,AMB10777373,NBC205813.001,Active
,FDM Solicitors,AMB10777482,NBC205814.001,Complete
,FDM Solicitors,AMB10777414,NBC205815.001,Active
,FDM Solicitors,AMB10777481,NBC205828.001,Active
,FDM Solicitors,AMB10777497,NBC205831.001,Active
,FDM Solicitors,AMB10777607,NBC205836.001,Active
,FDM Solicitors,AMB10777415,NBC205840.001,Active
,FDM Solicitors,AMB10777470,NBC205843.001,Active
,FDM Solicitors,AMB10777633,NBC205844.001,Complete
,FDM Solicitors,AMB10777548,NBC205852.001,Active
,FDM Solicitors,AMB10777605,NBC205853.001,Active
,FDM Solicitors,AMB10777669,NBC205857.001,Active
,FDM Solicitors,AMB10777498,NBC205858.001,Active
,FDM Solicitors,AMB10777592,NBC205866.001,Active
,FDM Solicitors,AMB10777606,NBC205867.001,Complete
,FDM Solicitors,AMB10777608,NBC205868.001,Active
,FDM Solicitors,AMB10777671,NBC205870.001,Active
,FDM Solicitors,AMB10777491,NBC205871.001,Active
,FDM Solicitors,AMB10777609,NBC205877.001,Active
,FDM Solicitors,AMB10777634,NBC205878.001,Complete
,FDM Solicitors,AMB10777533,NBC205880.001,Active
,FDM Solicitors,AMB10777593,NBC205882.001,Active
,FDM Solicitors,AMB10777666,NBC205883.001,Active
,FDM Solicitors,AMB10777613,NBC205885.001,Active
,FDM Solicitors,AMB10777594,NBC205891.001,Complete
,FDM Solicitors,AMB10777550,NBC205897.001,Active
,FDM Solicitors,AMB10777610,NBC205898.001,Active
,FDM Solicitors,AMB10777665,NBC205902.001,Active
,FDM Solicitors,AMB10777551,NBC205903.001,Active
,FDM Solicitors,AMB10777552,NBC205911.001,Active
,FDM Solicitors,AMB10777595,NBC205913.001,Active
,FDM Solicitors,AMB10777553,NBC205914.001,Complete
,FDM Solicitors,AMB10777615,NBC205915.001,Active
,FDM Solicitors,AMB10777663,NBC205920.001,Complete
,FDM Solicitors,AMB10777661,NBC205926.001,Active
,FDM Solicitors,AMB10777635,NBC205928.001,Active
,FDM Solicitors,AMB10777667,NBC205934.001,Active
,FDM Solicitors,AMB10777652,NBC205936.001,Active
,FDM Solicitors,AMB10778058,NBC205324.001,Active
,FDM Solicitors,AMB10777913,NBC205569.001,Active
,FDM Solicitors,AMB10777973,NBC205655.001,Active
,FDM Solicitors,AMB10777921,NBC205671.001,Active
,FDM Solicitors,AMB10778062,NBC205779.001,Active
,FDM Solicitors,AMB10777922,NBC205826.001,Active
,FDM Solicitors,AMB10777923,NBC205849.001,Complete
,FDM Solicitors,AMB10777929,NBC205884.001,Active
,FDM Solicitors,AMB10777930,NBC205900.001,Active
,FDM Solicitors,AMB10777931,NBC205901.001,Active
,FDM Solicitors,AMB10777932,NBC205907.001,Active
,FDM Solicitors,AMB10777933,NBC205918.001,Complete
,FDM Solicitors,AMB10777902,NBC205922.001,Complete
,FDM Solicitors,AMB10777934,NBC205924.001,Complete
,FDM Solicitors,AMB10777935,NBC205925.001,Complete
,FDM Solicitors,AMB10777828,NBC205929.001,Active
,FDM Solicitors,AMB10777845,NBC205933.001,Complete
,FDM Solicitors,AMB10777936,NBC205941.001,Active
,FDM Solicitors,AMB10778038,NBC205943.001,Active
,FDM Solicitors,AMB10777937,NBC205947.001,Complete
,FDM Solicitors,AMB10777938,NBC205952.001,Complete
,FDM Solicitors,AMB10777873,NBC205953.001,Complete
,FDM Solicitors,AMB10777939,NBC205954.001,Active
,FDM Solicitors,AMB10777940,NBC205957.001,Active
,FDM Solicitors,AMB10777916,NBC205959.001,Active
,FDM Solicitors,AMB10777941,NBC205962.001,Active
,FDM Solicitors,AMB10777942,NBC205970.001,Active
,FDM Solicitors,AMB10777966,NBC205971.001,Active
